A0A140KXU9	PF3D7_API00100
P25805	PfNF135_140062100
P25805	PfNF166_140060900
P25805	PfNF54_140061700
P25805	PfSD01_140061300
P25805	PfSN01_140065200
P25805	PfTG01_140063300
P27362	PF3D7_0922500
P46468	PF3D7_0711000
P50250	PF3D7_0520900
P50498	PF3D7_0206800
P61074	PF3D7_1361900
P61075	PF3D7_1356900
P61076	PF3D7_0923800
P62203	PF3D7_1434200
P62344	PF3D7_0217500
P62368	PF3D7_0209300
Q03400	PF3D7_1035200
Q08210	PF3D7_0603300
Q25799	PF3D7_API04700
Q25800	PF3D7_API04600
Q25801	PF3D7_API04500
Q25803	PF3D7_API04100
Q25805	PF3D7_API01300
Q25806	PF3D7_API01400
Q25807	PF3D7_API01500
Q25808	PF3D7_API01600
Q25809	PF3D7_API01700
Q25810	PF3D7_API01800
Q25811	PF3D7_API01900
Q25814	PF3D7_API02200
Q25816	PF3D7_API02400
Q25817	PF3D7_API02600
Q25818	PF3D7_API02700
Q25819	PF3D7_API02800
Q25821	PF3D7_API03000
Q25824	PF3D7_API03800
Q25825	PF3D7_API04000
Q27730	PF3D7_API02500
Q4VWQ3	PF3D7_0916100
Q5MYR6	PF3D7_0729200
Q6LFD5	PF3D7_0613400
Q6LFH8	PF3D7_0608800
Q6LFN2	PF3D7_0603400
Q6ZLZ9	PF3D7_0903700
Q6ZMA7	PF3D7_0406200
Q6ZMA8	PF3D7_0406100
Q76NL8	PF3D7_1360800
Q76NL8	Pf7G8-2_000463200
Q76NL8	Pf7G8_130065300
Q76NL8	PfCD01_130066400
Q76NL8	PfDd2_130066600
Q76NL8	PfGA01_130066900
Q76NL8	PfGB4_130066700
Q76NL8	PfGN01_130067500
Q76NL8	PfHB3_130067200
Q76NL8	PfIT_130066100
Q76NL8	PfKE01_130066400
Q76NL8	PfKH01_130064800
Q76NL8	PfKH02_130063700
Q76NL8	PfML01_130064900
Q76NL8	PfNF135_130065000
Q76NL8	PfNF166_130065700
Q76NL8	PfNF54_130065400
Q76NL8	PfSD01_130067500
Q76NL8	PfSN01_130063800
Q76NL8	PfTG01_130066500
Q76NM1	PF3D7_1353600
Q76NM2	PF3D7_1335900
Q76NM3	PF3D7_1324900
Q76NM4	PF3D7_1320600
Q76NM5	PF3D7_1301600
Q76NM6	PF3D7_1311900
Q76NM6	Pf7G8-2_000415100
Q76NM6	Pf7G8_130016300
Q76NM6	PfCD01_130017400
Q76NM6	PfDd2_130017700
Q76NM6	PfGA01_130017900
Q76NM6	PfGB4_130017800
Q76NM6	PfGN01_130018600
Q76NM6	PfHB3_130018200
Q76NM6	PfIT_130017100
Q76NM6	PfKE01_130017500
Q76NM6	PfKH01_130016100
Q76NM6	PfKH02_130014800
Q76NM6	PfML01_130015100
Q76NM6	PfNF135_130016900
Q76NM6	PfNF166_130017500
Q76NM6	PfNF54_130017200
Q76NM6	PfSD01_130018600
Q76NM6	PfSN01_130014900
Q76NM6	PfTG01_130017600
Q76NM7	PF3D7_1310600
Q76NM8	PF3D7_1304700
Q76NN6	PF3D7_0419600
Q76NN7	PF3D7_0322000
Q76NN8	PF3D7_0106300
Q7HP03	PF3D7_MIT02300
Q7K6A0	PF3D7_0934800
Q7K6A1	PF3D7_0925700
Q7K6A4	PF3D7_0922200
Q7K6A5	PF3D7_0523000
Q7K6A7	PF3D7_0518400
Q7K6A9	PF3D7_0803800
Q7K6B0	PF3D7_0807300
Q7K6B1	PF3D7_0817500
Q7K734	PF3D7_0408500
Q7K740	PF3D7_0304600
Q7KQJ9	PF3D7_1226600
Q7KQJ9	Pf7G8-2_000376400
Q7KQJ9	Pf7G8_120032100
Q7KQJ9	PfCD01_120031500
Q7KQJ9	PfDd2_120031600
Q7KQJ9	PfGA01_120031300
Q7KQJ9	PfGB4_120032000
Q7KQJ9	PfGN01_120032600
Q7KQJ9	PfHB3_120031400
Q7KQJ9	PfIT_120031700
Q7KQJ9	PfKE01_120031600
Q7KQJ9	PfKH01_120033000
Q7KQJ9	PfKH02_120031700
Q7KQJ9	PfML01_120031800
Q7KQJ9	PfNF135_120031800
Q7KQJ9	PfNF166_120033200
Q7KQJ9	PfNF54_120031400
Q7KQJ9	PfSD01_120031500
Q7KQJ9	PfSN01_120032200
Q7KQJ9	PfTG01_120031500
Q7KQK0	PF3D7_1223100
Q7KQK1	PF3D7_1219700
Q7KQK2	PF3D7_1211800
Q7KQK3	PF3D7_1211400
Q7KQK4	PF3D7_1209300
Q7KQK5	PF3D7_1133400
Q7KQK6	PF3D7_1117700
Q7KQK7	PF3D7_1113900
Q7KQK8	PF3D7_1102700
Q7KQL1	PF3D7_1033600
Q7KQL2	PF3D7_1031000
Q7KQL3	PF3D7_1020900
Q7KQL3	Pf7G8-2_000306500
Q7KQL3	PfNF135_100026200
Q7KQL3	PfNF166_100025800
Q7KQL3	PfNF54_100026000
Q7KQL4	PF3D7_1017000
Q7KQL5	PF3D7_1008700
Q7KQL7	PF3D7_1479000
Q7KQL8	PF3D7_1457200
Q7KQL8	Pf7G8-2_000531000
Q7KQL8	Pf7G8_140062400
Q7KQL8	PfCD01_140062500
Q7KQL8	PfDd2_140061600
Q7KQL8	PfGA01_140062600
Q7KQL8	PfGB4_140063300
Q7KQL8	PfGN01_140062500
Q7KQL8	PfHB3_140062900
Q7KQL8	PfIT_140063600
Q7KQL8	PfKE01_140062000
Q7KQL8	PfKH01_140062700
Q7KQL8	PfKH02_140062900
Q7KQL8	PfML01_140062800
Q7KQL8	PfNF135_140061300
Q7KQL8	PfNF166_140060100
Q7KQL8	PfNF54_140060900
Q7KQL8	PfSD01_140060500
Q7KQL8	PfSN01_140064400
Q7KQL8	PfTG01_140062500
Q7KQL9	PF3D7_1444800
Q7KQM0	PF3D7_1439900
Q7KQM1	PF3D7_1438700
Q7KQM2	PF3D7_1437800
Q7KQM4	PF3D7_1407900
Q7KQM5	PF3D7_1401400
Q7KWI6	PF3D7_0220500
Q7KWI7	PF3D7_0220200
Q7KWI9	PF3D7_0211400
Q7KWJ1	PF3D7_0208500
Q7KWJ2	PF3D7_0207000
Q7KWJ3	PF3D7_0206900
Q7KWJ4	PF3D7_0206700
Q7KWJ5	PF3D7_0204700
Q7YTF7	PF3D7_0213400
Q8I082	PF3D7_0937700
Q8I0E0	PF3D7_1200500
Q8I0G7	PF3D7_1400300
Q8I0P6	PF3D7_1357000
Q8I0P6	PF3D7_1357100
Q8I0Q0	PF3D7_0631300
Q8I0Q0	PF3D7_1101800
Q8I0U6	PF3D7_0102200
Q8I0U7	PF3D7_0931800
Q8I0U8	PF3D7_0930300
Q8I0U9	PF3D7_0530200
Q8I0V0	PF3D7_0507500
Q8I0V1	PF3D7_1247800
Q8I0V2	PF3D7_1235700
Q8I0V3	PF3D7_1232100
Q8I0V4	PF3D7_1222300
Q8I0V5	PF3D7_1208300
Q8I0V6	PF3D7_1207700
Q8I0V8	PF3D7_0401900
Q8I0V9	PF3D7_0109200
Q8I0W1	PF3D7_0933000
Q8I0W2	PF3D7_0928800
Q8I0W4	PF3D7_0908700
Q8I0W6	PF3D7_0519300
Q8I0W8	PF3D7_0513600
Q8I0W9	PF3D7_0511200
Q8I0X0	PF3D7_0509000
Q8I0X1	PF3D7_0504600
Q8I0X2	PF3D7_1253400
Q8I0X3	PF3D7_1223300
Q8I0X4	PF3D7_1207600
Q8I1N7	PF3D7_0420200
Q8I1N8	PF3D7_0420100
Q8I1P0	PF3D7_0419800
Q8I1P1	PF3D7_0419700
Q8I1P2	PF3D7_0419500
Q8I1P3	PF3D7_0419400
Q8I1P4	PF3D7_0419300
Q8I1P5	PF3D7_0419200
Q8I1P6	PF3D7_0419100
Q8I1P7	PF3D7_0419000
Q8I1Q0	PF3D7_0418700
Q8I1Q1	PF3D7_0418600
Q8I1Q2	PF3D7_0418500
Q8I1Q3	PF3D7_0418400
Q8I1Q4	PF3D7_0418300
Q8I1Q5	PF3D7_0418200
Q8I1Q6	PF3D7_0418100
Q8I1Q8	PF3D7_0417900
Q8I1Q9	PF3D7_0417800
Q8I1R1	PF3D7_0417600
Q8I1R5	PF3D7_0417300
Q8I1R6	PF3D7_0417200
Q8I1R7	PF3D7_0417100
Q8I1R8	PF3D7_0417000
Q8I1S0	PF3D7_0416800
Q8I1S1	PF3D7_0416600
Q8I1S2	PF3D7_0416500
Q8I1S4	PF3D7_0416300
Q8I1S5	PF3D7_0416200
Q8I1S6	PF3D7_0416100
Q8I1S7	PF3D7_0416000
Q8I1S9	PF3D7_0415800
Q8I1T0	PF3D7_0415700
Q8I1T1	PF3D7_0415600
Q8I1T1	Pf7G8-2_000108500
Q8I1T1	Pf7G8_040020500
Q8I1T1	PfCD01_040021100
Q8I1T1	PfDd2_040020800
Q8I1T1	PfGA01_040020100
Q8I1T1	PfGB4_040020900
Q8I1T1	PfGN01_040021000
Q8I1T1	PfHB3_040019600
Q8I1T1	PfIT_040020000
Q8I1T1	PfKE01_040022500
Q8I1T1	PfKH01_040021000
Q8I1T1	PfKH02_040020600
Q8I1T1	PfML01_040021700
Q8I1T1	PfNF135_040021100
Q8I1T1	PfNF166_040021600
Q8I1T1	PfNF54_040021300
Q8I1T1	PfSD01_070031600
Q8I1T1	PfSN01_040020400
Q8I1T1	PfTG01_040021000
Q8I1T2	PF3D7_0415500
Q8I1T3	PF3D7_0415400
Q8I1T4	PF3D7_0415300
Q8I1T6	PF3D7_0415200
Q8I1T7	PF3D7_0415100
Q8I1T8	PF3D7_0415000
Q8I1U1	PF3D7_0414700
Q8I1U2	PF3D7_0414600
Q8I1U3	PF3D7_0414500
Q8I1U4	PF3D7_0414400
Q8I1U6	PF3D7_0414100
Q8I1U7	PF3D7_0414000
Q8I1U8	PF3D7_0413900
Q8I1U9	PF3D7_0413800
Q8I1V0	PF3D7_0413700
Q8I1V1	PF3D7_0413600
Q8I1V2	PF3D7_0413500
Q8I1V4	PF3D7_0413300
Q8I1V5	PF3D7_0413200
Q8I1V6	PF3D7_0413100
Q8I1V7	PF3D7_0412900
Q8I1V9	PF3D7_0409900
Q8I1W0	PF3D7_0409700
Q8I1W3	PF3D7_0406800
Q8I1W8	PF3D7_0406000
Q8I1W9	PF3D7_0405900
Q8I1X0	PF3D7_0405800
Q8I1X1	PF3D7_0405700
Q8I1X3	PF3D7_0405600
Q8I1X4	PF3D7_0405500
Q8I1X6	PF3D7_0405300
Q8I1X7	PF3D7_0405200
Q8I1X9	PF3D7_0405000
Q8I1Y0	PF3D7_0404900
Q8I1Y1	PF3D7_0404800
Q8I1Y2	PF3D7_0404700
Q8I1Y4	PF3D7_0404500
Q8I1Y5	PF3D7_0404400
Q8I1Y6	PF3D7_0404300
Q8I1Y7	PF3D7_0404200
Q8I1Y8	PF3D7_0404100
Q8I1Y9	PF3D7_0404000
Q8I1Z0	PF3D7_0403900
Q8I1Z1	PF3D7_0403800
Q8I1Z2	PF3D7_0403700
Q8I1Z5	PF3D7_0403500
Q8I1Z7	PF3D7_0403300
Q8I1Z8	PF3D7_0403200
Q8I1Z9	PF3D7_0403100
Q8I200	PF3D7_0402900
Q8I201	PF3D7_0402600
Q8I202	PF3D7_0402400
Q8I205	PF3D7_0402100
Q8I206	PF3D7_0402000
Q8I207	PF3D7_0401800
Q8I209	PF3D7_0401600
Q8I210	PF3D7_0401400
Q8I211	PF3D7_0401300
Q8I212	PF3D7_0401200
Q8I213	PF3D7_0401000
Q8I214	PF3D7_0400900
Q8I215	PF3D7_0400800
Q8I216	PF3D7_0400700
Q8I217	PF3D7_0400500
Q8I219	PF3D7_0400300
Q8I220	PF3D7_0400100
Q8I224	PF3D7_0303600
Q8I226	PF3D7_0112000
Q8I227	PF3D7_0111900
Q8I229	PF3D7_0111700
Q8I230	PF3D7_0111600
Q8I231	PF3D7_0111500
Q8I233	PF3D7_0111300
Q8I234	PF3D7_0111200
Q8I235	PF3D7_0111000
Q8I236	PF3D7_0110900
Q8I237	PF3D7_0110800
Q8I238	PF3D7_0110700
Q8I239	PF3D7_0110600
Q8I240	PF3D7_0110500
Q8I241	PF3D7_0110400
Q8I242	PF3D7_0110200
Q8I243	PF3D7_0110100
Q8I244	PF3D7_0110000
Q8I246	PF3D7_0109800
Q8I247	PF3D7_0109700
Q8I248	PF3D7_0109600
Q8I249	PF3D7_0109500
Q8I250	PF3D7_0109400
Q8I251	PF3D7_0109300
Q8I252	PF3D7_0109100
Q8I253	PF3D7_0109000
Q8I254	PF3D7_0108800
Q8I255	PF3D7_0108700
Q8I256	PF3D7_0108600
Q8I257	PF3D7_0108500
Q8I259	PF3D7_0108300
Q8I260	PF3D7_0108100
Q8I261	PF3D7_0108000
Q8I262	PF3D7_0107900
Q8I265	PF3D7_0107600
Q8I266	PF3D7_0107500
Q8I267	PF3D7_0107400
Q8I269	PF3D7_0107300
Q8I271	PF3D7_0107100
Q8I272	PF3D7_0107000
Q8I273	PF3D7_0106900
Q8I274	PF3D7_0106800
Q8I275	PF3D7_0106700
Q8I276	PF3D7_0106600
Q8I277	PF3D7_0106500
Q8I278	PF3D7_0106400
Q8I280	PF3D7_0106100
Q8I282	PF3D7_0105900
Q8I283	PF3D7_0105800
Q8I285	PF3D7_0105600
Q8I286	PF3D7_0105500
Q8I287	PF3D7_0105400
Q8I288	PF3D7_0105300
Q8I289	PF3D7_0105200
Q8I290	PF3D7_0105100
Q8I291	PF3D7_0104800
Q8I292	PF3D7_0104700
Q8I294	PF3D7_0104500
Q8I295	PF3D7_0104400
Q8I295	Pf7G8_010008600
Q8I295	PfCD01_010008900
Q8I295	PfDd2_010008200
Q8I295	PfGA01_010008800
Q8I295	PfGB4_010008700
Q8I295	PfGN01_010008900
Q8I295	PfHB3_010008600
Q8I295	PfIT_010007900
Q8I295	PfKE01_010007700
Q8I295	PfKH01_010009600
Q8I295	PfKH02_010008300
Q8I295	PfML01_010008400
Q8I295	PfSD01_010008100
Q8I295	PfSN01_010007300
Q8I295	PfTG01_010009500
Q8I298	PF3D7_0104200
Q8I299	PF3D7_0104100
Q8I2A0	PF3D7_0104000
Q8I2A1	PF3D7_0103900
Q8I2A2	PF3D7_0103800
Q8I2A3	PF3D7_0103700
Q8I2A4	PF3D7_0103600
Q8I2A8	PF3D7_0103200
Q8I2A9	PF3D7_0103100
Q8I2B1	PF3D7_0102900
Q8I2B2	PF3D7_0102800
Q8I2B3	PF3D7_0102700
Q8I2B4	PF3D7_0102500
Q8I2B6	PF3D7_0102300
Q8I2B9	PF3D7_0101900
Q8I2C0	PF3D7_0101800
Q8I2C1	PF3D7_0101600
Q8I2C4	PF3D7_0115700
Q8I2C5	PF3D7_0115600
Q8I2C6	PF3D7_0115400
Q8I2C7	PF3D7_0115300
Q8I2C8	PF3D7_0115200
Q8I2C9	PF3D7_0115100
Q8I2D1	PF3D7_0115000
Q8I2D3	PF3D7_0114800
Q8I2D4	PF3D7_0114700
Q8I2D5	PF3D7_0114500
Q8I2D6	PF3D7_0114200
Q8I2D9	PF3D7_0113900
Q8I2E1	PF3D7_0113700
Q8I2E3	PF3D7_0937800
Q8I2E4	PF3D7_0937600
Q8I2E5	PF3D7_0937500
Q8I2E6	PF3D7_0937400
Q8I2E7	PF3D7_0937300
Q8I2E8	PF3D7_0937200
Q8I2E9	PF3D7_0937100
Q8I2F2	PF3D7_0936800
Q8I2F3	PF3D7_0936700
Q8I2F4	PF3D7_0936600
Q8I2F5	PF3D7_0936500
Q8I2F6	PF3D7_0936400
Q8I2F7	PF3D7_0936300
Q8I2F8	PF3D7_0936200
Q8I2F9	PF3D7_0936100
Q8I2G0	PF3D7_0936000
Q8I2G1	PF3D7_0935900
Q8I2G2	PF3D7_0935800
Q8I2G3	PF3D7_0935700
Q8I2G4	PF3D7_0935600
Q8I2G6	PF3D7_0935400
Q8I2G7	PF3D7_0935300
Q8I2G8	PF3D7_0935200
Q8I2G9	PF3D7_0935000
Q8I2H0	PF3D7_0934900
Q8I2H1	PF3D7_0934700
Q8I2H2	PF3D7_0934600
Q8I2H3	PF3D7_0934500
Q8I2H4	PF3D7_0934400
Q8I2H5	PF3D7_0934300
Q8I2H6	PF3D7_0934200
Q8I2H7	PF3D7_0934100
Q8I2H8	PF3D7_0934000
Q8I2H9	PF3D7_0933900
Q8I2I0	PF3D7_0933800
Q8I2I2	PF3D7_0933600
Q8I2I3	PF3D7_0933500
Q8I2I7	PF3D7_0932900
Q8I2I8	PF3D7_0932800
Q8I2I9	PF3D7_0932700
Q8I2J0	PF3D7_0932600
Q8I2J1	PF3D7_0932500
Q8I2J2	PF3D7_0932400
Q8I2J3	PF3D7_0932300
Q8I2J4	PF3D7_0932200
Q8I2J9	PF3D7_0931600
Q8I2K2	PF3D7_0931300
Q8I2K4	PF3D7_0931100
Q8I2K5	PF3D7_0931000
Q8I2K7	PF3D7_0930700
Q8I2K8	PF3D7_0930600
Q8I2K9	PF3D7_0930500
Q8I2L0	PF3D7_0930400
Q8I2L2	PF3D7_0930000
Q8I2L4	PF3D7_0929600
Q8I2L7	PF3D7_0929300
Q8I2L9	PF3D7_0929100
Q8I2M0	PF3D7_0929000
Q8I2M1	PF3D7_0928900
Q8I2M2	PF3D7_0928700
Q8I2M3	PF3D7_0928600
Q8I2M4	PF3D7_0928500
Q8I2M5	PF3D7_0928400
Q8I2M7	PF3D7_0928200
Q8I2M8	PF3D7_0928100
Q8I2M9	PF3D7_0928000
Q8I2N0	PF3D7_0927900
Q8I2N1	PF3D7_0927800
Q8I2N2	PF3D7_0927700
Q8I2N3	PF3D7_0927600
Q8I2N6	PF3D7_0927300
Q8I2N8	PF3D7_0927100
Q8I2N9	PF3D7_0927000
Q8I2P0	PF3D7_0926900
Q8I2P1	PF3D7_0926800
Q8I2P2	PF3D7_0926700
Q8I2P4	PF3D7_0926500
Q8I2P9	PF3D7_0926000
Q8I2Q0	PF3D7_0925900
Q8I2Q1	PF3D7_0925800
Q8I2Q2	PF3D7_0925600
Q8I2Q4	PF3D7_0925400
Q8I2Q5	PF3D7_0925300
Q8I2Q6	PF3D7_0925200
Q8I2Q7	PF3D7_0925100
Q8I2R0	PF3D7_0924700
Q8I2R1	PF3D7_0924600
Q8I2R3	PF3D7_0924400
Q8I2R5	PF3D7_0924200
Q8I2R6	PF3D7_0924100
Q8I2R7	PF3D7_0924000
Q8I2R8	PF3D7_0923900
Q8I2S0	PF3D7_0923600
Q8I2S0	Pf7G8-2_000271600
Q8I2S0	Pf7G8_090028400
Q8I2S0	PfCD01_090027900
Q8I2S0	PfDd2_090028600
Q8I2S0	PfGA01_090027800
Q8I2S0	PfGB4_090028500
Q8I2S0	PfGN01_090028400
Q8I2S0	PfHB3_090028200
Q8I2S0	PfIT_090028100
Q8I2S0	PfKE01_090027900
Q8I2S0	PfKH01_090027800
Q8I2S0	PfKH02_090028300
Q8I2S0	PfML01_090028000
Q8I2S0	PfNF135_090027200
Q8I2S0	PfNF166_090027600
Q8I2S0	PfNF54_090028700
Q8I2S0	PfSD01_090028500
Q8I2S0	PfSN01_090028100
Q8I2S0	PfTG01_090027900
Q8I2S1	PF3D7_0923500
Q8I2S2	PF3D7_0923400
Q8I2S3	PF3D7_0923300
Q8I2S5	PF3D7_0923100
Q8I2S6	PF3D7_0923000
Q8I2S7	PF3D7_0922900
Q8I2S9	PF3D7_0922700
Q8I2T0	PF3D7_0922400
Q8I2T2	PF3D7_0922100
Q8I2T3	PF3D7_0922000
Q8I2T4	PF3D7_0921900
Q8I2T6	PF3D7_0921700
Q8I2T7	PF3D7_0921600
Q8I2T8	PF3D7_0921500
Q8I2T9	PF3D7_0921400
Q8I2U0	PF3D7_0921300
Q8I2U3	PF3D7_0921000
Q8I2U4	PF3D7_0920900
Q8I2U5	PF3D7_0920800
Q8I2U6	PF3D7_0920700
Q8I2U7	PF3D7_0920600
Q8I2U8	PF3D7_0920500
Q8I2U9	PF3D7_0920400
Q8I2V0	PF3D7_0920300
Q8I2V1	PF3D7_0920200
Q8I2V5	PF3D7_0919800
Q8I2V6	PF3D7_0919700
Q8I2V7	PF3D7_0919600
Q8I2V8	PF3D7_0919500
Q8I2V9	PF3D7_0919400
Q8I2W0	PF3D7_0919300
Q8I2W1	PF3D7_0919200
Q8I2W2	PF3D7_0919100
Q8I2W3	PF3D7_0919000
Q8I2W4	PF3D7_0918900
Q8I2W5	PF3D7_0918800
Q8I2W6	PF3D7_0918700
Q8I2W7	PF3D7_0918600
Q8I2X0	PF3D7_0918300
Q8I2X3	PF3D7_0918000
Q8I2X4	PF3D7_0917900
Q8I2X5	PF3D7_0917800
Q8I2X6	PF3D7_0917700
Q8I2X7	PF3D7_0917600
Q8I2X8	PF3D7_0917500
Q8I2X9	PF3D7_0917400
Q8I2Y0	PF3D7_0917300
Q8I2Y1	PF3D7_0917200
Q8I2Y2	PF3D7_0917100
Q8I2Y3	PF3D7_0917000
Q8I2Y4	PF3D7_0916900
Q8I2Y5	PF3D7_0916700
Q8I2Y6	PF3D7_0916600
Q8I2Y9	PF3D7_0916300
Q8I2Z0	PF3D7_0916200
Q8I2Z2	PF3D7_0916000
Q8I2Z3	PF3D7_0915900
Q8I2Z4	PF3D7_0915800
Q8I2Z5	PF3D7_0915700
Q8I2Z6	PF3D7_0915600
Q8I2Z7	PF3D7_0915500
Q8I2Z8	PF3D7_0915400
Q8I2Z9	PF3D7_0915300
Q8I300	PF3D7_0915200
Q8I301	PF3D7_0915100
Q8I302	PF3D7_0915000
Q8I303	PF3D7_0914900
Q8I304	PF3D7_0914800
Q8I305	PF3D7_0914700
Q8I306	PF3D7_0914600
Q8I307	PF3D7_0914500
Q8I308	PF3D7_0914400
Q8I310	PF3D7_0914200
Q8I312	PF3D7_0914000
Q8I313	PF3D7_0913900
Q8I314	PF3D7_0913800
Q8I315	PF3D7_0913700
Q8I316	PF3D7_0913600
Q8I317	PF3D7_0913500
Q8I318	PF3D7_0913400
Q8I319	PF3D7_0913300
Q8I320	PF3D7_0913200
Q8I321	PF3D7_0913100
Q8I322	PF3D7_0913000
Q8I323	PF3D7_0912900
Q8I324	PF3D7_0912800
Q8I325	PF3D7_0912700
Q8I326	PF3D7_0912600
Q8I328	PF3D7_0912400
Q8I330	PF3D7_0912200
Q8I331	PF3D7_0912100
Q8I332	PF3D7_0912000
Q8I333	PF3D7_0911900
Q8I334	PF3D7_0911800
Q8I335	PF3D7_0911700
Q8I338	PF3D7_0911400
Q8I340	PF3D7_0911200
Q8I341	PF3D7_0911100
Q8I344	PF3D7_0910800
Q8I345	PF3D7_0910700
Q8I346	PF3D7_0910600
Q8I347	PF3D7_0910500
Q8I348	PF3D7_0910400
Q8I349	PF3D7_0910300
Q8I352	PF3D7_0910000
Q8I353	PF3D7_0909900
Q8I355	PF3D7_0909700
Q8I356	PF3D7_0909600
Q8I357	PF3D7_0909500
Q8I358	PF3D7_0909400
Q8I359	PF3D7_0909300
Q8I360	PF3D7_0909200
Q8I362	PF3D7_0909000
Q8I363	PF3D7_0908900
Q8I364	PF3D7_0908800
Q8I365	PF3D7_0908600
Q8I367	PF3D7_0908400
Q8I369	PF3D7_0908200
Q8I372	PF3D7_0907900
Q8I373	PF3D7_0907800
Q8I374	PF3D7_0907700
Q8I375	PF3D7_0907600
Q8I376	PF3D7_0907500
Q8I377	PF3D7_0907400
Q8I378	PF3D7_0907300
Q8I379	PF3D7_0907200
Q8I380	PF3D7_0907100
Q8I381	PF3D7_0906910
Q8I383	PF3D7_0906600
Q8I384	PF3D7_0906500
Q8I384	Pf7G8-2_000254600
Q8I384	Pf7G8_090011400
Q8I384	PfCD01_090010900
Q8I384	PfDd2_090011800
Q8I384	PfGA01_090010900
Q8I384	PfGB4_090011500
Q8I384	PfGN01_090011400
Q8I384	PfHB3_090011200
Q8I384	PfIT_090011200
Q8I384	PfKE01_090010900
Q8I384	PfKH01_090010900
Q8I384	PfKH02_090011300
Q8I384	PfML01_090011000
Q8I384	PfNF135_090010200
Q8I384	PfNF166_090010600
Q8I384	PfNF54_090011700
Q8I384	PfSD01_090011600
Q8I384	PfSN01_090011200
Q8I384	PfTG01_090010900
Q8I385	PF3D7_0906400
Q8I386	PF3D7_0906300
Q8I387	PF3D7_0906200
Q8I388	PF3D7_0906100
Q8I390	PF3D7_0905900
Q8I391	PF3D7_0905800
Q8I393	PF3D7_0905600
Q8I394	PF3D7_0905500
Q8I395	PF3D7_0905400
Q8I397	PF3D7_0905200
Q8I398	PF3D7_0905100
Q8I399	PF3D7_0905000
Q8I3A0	PF3D7_0904900
Q8I3A1	PF3D7_0904800
Q8I3A2	PF3D7_0904700
Q8I3A3	PF3D7_0904600
Q8I3A4	PF3D7_0904500
Q8I3A5	PF3D7_0904400
Q8I3A7	PF3D7_0904200
Q8I3A8	PF3D7_0904100
Q8I3A9	PF3D7_0904000
Q8I3B0	PF3D7_0903900
Q8I3B1	PF3D7_0903800
Q8I3B3	PF3D7_0903500
Q8I3B4	PF3D7_0903400
Q8I3B7	PF3D7_0903100
Q8I3B8	PF3D7_0903000
Q8I3B9	PF3D7_0902900
Q8I3C0	PF3D7_0902800
Q8I3C3	PF3D7_0902500
Q8I3C5	PF3D7_0902300
Q8I3C7	PF3D7_0902100
Q8I3C9	PF3D7_0901900
Q8I3D1	PF3D7_0901600
Q8I3D2	PF3D7_0901500
Q8I3D3	PF3D7_0901400
Q8I3D4	PF3D7_0901300
Q8I3D6	PF3D7_0901100
Q8I3D7	PF3D7_0901000
Q8I3D8	PF3D7_0900900
Q8I3D9	PF3D7_0900700
Q8I3E0	PF3D7_0900600
Q8I3E1	PF3D7_0900500
Q8I3E2	PF3D7_0900400
Q8I3E3	PF3D7_0900300
Q8I3E4	PF3D7_0900200
Q8I3E5	PF3D7_0900100
Q8I3E7	PF3D7_0532900
Q8I3E9	PF3D7_0532500
Q8I3F0	PF3D7_0532400
Q8I3F1	PF3D7_0532300
Q8I3F2	PF3D7_0532200
Q8I3F4	PF3D7_0531400
Q8I3F5	PF3D7_0531300
Q8I3F6	PF3D7_0531200
Q8I3F7	PF3D7_0531100
Q8I3F8	PF3D7_0531000
Q8I3F9	PF3D7_0530900
Q8I3G1	PF3D7_0530700
Q8I3G2	PF3D7_0530600
Q8I3G4	PF3D7_0530400
Q8I3G6	PF3D7_0530100
Q8I3G7	PF3D7_0530000
Q8I3G9	PF3D7_0529900
Q8I3H0	PF3D7_0529800
Q8I3H1	PF3D7_0529700
Q8I3H2	PF3D7_0529500
Q8I3H4	PF3D7_0529300
Q8I3H5	PF3D7_0529200
Q8I3H6	PF3D7_0529100
Q8I3H7	PF3D7_0529000
Q8I3H9	PF3D7_0528800
Q8I3I0	PF3D7_0528700
Q8I3I2	PF3D7_0528500
Q8I3I3	PF3D7_0528400
Q8I3I4	PF3D7_0528300
Q8I3I5	PF3D7_0528200
Q8I3I6	PF3D7_0528100
Q8I3J0	PF3D7_0527500
Q8I3J1	PF3D7_0527400
Q8I3J2	PF3D7_0527300
Q8I3J3	PF3D7_0527200
Q8I3J4	PF3D7_0527100
Q8I3J5	PF3D7_0527000
Q8I3J7	PF3D7_0526800
Q8I3J8	PF3D7_0526700
Q8I3K0	PF3D7_0526500
Q8I3K1	PF3D7_0526400
Q8I3K2	PF3D7_0526300
Q8I3K4	PF3D7_0526100
Q8I3K5	PF3D7_0526000
Q8I3K7	PF3D7_0525800
Q8I3K8	PF3D7_0525700
Q8I3L1	PF3D7_0525400
Q8I3L2	PF3D7_0525300
Q8I3L3	PF3D7_0525200
Q8I3L4	PF3D7_0525100
Q8I3L5	PF3D7_0525000
Q8I3L6	PF3D7_0524900
Q8I3L7	PF3D7_0524800
Q8I3L8	PF3D7_0524700
Q8I3L9	PF3D7_0524600
Q8I3M0	PF3D7_0524500
Q8I3M2	PF3D7_0524300
Q8I3M3	PF3D7_0524200
Q8I3M4	PF3D7_0524100
